goodreads_book_id,title,authors,isbn,publication_year,language_code,rating
215540,The Quillan Games,"D.J. MacHale",1416914234,2005,eng,4.19
6820,number9dream,"David Mitchell",812966929,2001,,3.92
3384,Girlfriend in a Coma,"Douglas Coupland",60987324,1998,eng,3.61
92227,The Green Mile, Part 1: The Two Dead Girls,"Stephen King",613096487,1996,eng,4.49
16200,Ella Minnow Pea: A Novel in Letters,"Mark Dunn",385722435,2001,eng,3.84
938544,Toll the Hounds,"Steven Erikson",765310082,2008,en-US,4.33
1430213,The Bone Garden,"Tess Gerritsen",593057775,2007,eng,4.02
994156,Supernova: Ksatria, Puteri, dan Bintang Jatuh,"Dee Lestari",979962570X,2001,ind,3.83
23019294,A Head Full of Ghosts,"Paul Tremblay",62363239,2015,eng,3.82
22889767,Better Than Before: Mastering the Habits of Our Everyday Lives,"Gretchen Rubin",385348614,2015,en-GB,3.81
18210706,Broken Homes,"Ben Aaronovitch",756409608,2013,eng,4.16
169959,The King's Buccaneer,"Raymond E. Feist",553563734,1992,en-US,3.99
16248114,El cuaderno de Maya,"Isabel Allende, Anne McLean",62105620,2011,eng,3.8
6609764,One Crazy Summer,"Rita Williams-Garcia",60760885,2010,eng,3.95
7011403,Dragon Haven,"Robin Hobb",61931411,2010,en-US,4.06
18035,Right Ho, Jeeves,"P.G. Wodehouse",140690483X,1934,eng,4.31
3359940,If You're Reading This, It's Too Late,"Pseudonymous Bosch, Gilbert Ford",316113670,2008,en-US,4.23
296942,Moonrise,"Erin Hunter",60744545,2005,en-US,4.31
1316382,The Wednesday Letters,"Jason F. Wright",1590388127,2007,en-US,3.61
6371117,Betrayals,"Lili St. Crow, Lilith Saintcrow",1595142525,2009,en-US,4.08
13134,You've Been Warned,"James Patterson, Howard Roughan",316014508,2007,eng,3.52
444347,Chasing Vermeer,"Blue Balliett, Brett Helquist",439372941,2004,en-US,3.71
53834,The Jesus I Never Knew,"Philip Yancey",031021923X,1995,en-US,4.18
80630,Turning Angel,"Greg Iles",743454162,2005,eng,4.11
7743783,The Unidentified Redhead,"Alice Clayton",,2010,eng,4.04
7905977,The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future,"Dav Pilkey, George Beard, Harold Hutchins",545175305,2010,en-US,4.13
20413,A Child's Garden of Verses,"Robert Louis Stevenson, Tasha Tudor",689823827,1885,eng,4.3
9914,The Informers,"Bret Easton Ellis",330339184,1994,en-GB,3.39
22054340,The Queen,"Kiera Cass",62351206,2014,eng,3.93
7202829,The Devil Colony,"James Rollins",61784788,2010,eng,4.17
7469664,The Walking Dead Volume 12,"Robert Kirkman, Charlie Adlard",1607062542,2010,eng,4.34
20587777,Some Luck,"Jane Smiley",307700313,2014,eng,3.61
72657,Pedagogia do Oprimido,"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",826412769,1968,eng,4.25
17262540,William Shakespeare's Star Wars: Verily, a New Hope,"Ian Doescher",1594746370,2013,eng,3.94
26085,Identity Crisis,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",1401204589,2004,eng,4.03
10866624,Unspoken,"Sarah Rees Brennan",375870415,2012,eng,3.85
112520,Rama II,"Arthur C. Clarke, Gentry Lee",2290032042,1989,fre,3.66
28859,O Evangelho segundo Jesus Cristo,"José Saramago",186046095X,1991,eng,4.26
13477819,"Who Could That Be at This Hour?","Lemony Snicket, Seth",316123080,2012,en-US,3.83
11765920,The Calling,"Kelley Armstrong",61797057,2012,eng,4.1
10450750,Avatar The Last Airbender: The Lost Adventures,"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",159582748X,2011,en-US,4.41
18819296,Hidden,"Catherine McKenzie",,2013,eng,3.44
7911,Five Little Peppers and How They Grew,"Margaret Sidney",1416916172,1881,eng,4.03
3697927,Princess of the Midnight Ball,"Jessica Day George",1599903229,2009,eng,3.92
8239301,الطنطورية ,"Radwa Ashour, رضوى عاشور",,2010,ara,4.32
334818,Miss Rumphius,"Barbara Cooney",140505393,1981,eng,4.45
762563,Ball Four,"Jim Bouton",20306652,1970,eng,3.99
21329,Fables, Volume 3: Storybook Love,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",140120256X,2004,eng,4.15
56899,Aura,"Carlos Fuentes",9580469717,1962,eng,3.8
31312,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,"Harriet Lerner",006074104X,1985,en-US,4.02
900892,A Random Walk Down Wall Street,"Burton G. Malkiel",393325350,1973,eng,4.05
7129588,Forget You,"Jennifer Echols",1439178232,2010,eng,3.79
16152943,Wanted (Wanted, #1),"Kelly Elliott",098870742X,2012,en-US,3.98
21796,Marathon Man,"William Goldman",330247042,1974,eng,4.11
3870943,The Apothecary's Daughter,"Julie Klassen",1607515423,2008,eng,3.79
16047244,Rock the Heart,"Michelle A. Valentine",,2012,eng,4.01
76659,Bearing an Hourglass,"Piers Anthony",345313151,1984,en-US,3.94
65217,The Five Chinese Brothers,"Claire Huchet Bishop, Kurt Wiese",698113578,1938,eng,4.18
9712492,Providence,"Jamie McGuire",615417175,2010,eng,4.0
15447,The Source of Magic (Xanth, #2),"Piers Anthony",345418506,1979,,3.86
94804,Days with Frog and Toad,"Arnold Lobel",64440583,1979,eng,4.24
40470,Cities of the Plain ,"Cormac McCarthy",679747192,1996,,4.07
9305362,Captive Prince,"C.S. Pacat",,2015,eng,3.98
40159,The King of Attolia,"Megan Whalen Turner",006083577X,2006,eng,4.37
953260,The Kingdom Keepers,"Ridley Pearson, David Frankland",786854448,2004,,3.91
5548,What Do You Care What Other People Think? Further Adventures of a Curious Character,"Richard Feynman",393320928,1988,eng,4.28
7146335,Skippy Dies,"Paul Murray",241141826,2010,eng,3.72
77735,The Honor of the Queen,"David Weber",671721720,1993,,4.21
805023,My Sweet Audrina,"V.C. Andrews",671729462,1982,,3.92
22027459,The Atlantis World,"A.G. Riddle",,2014,eng,3.93
8635145,Embrace,"Jessica Shirvington",,2010,eng,4.01
192892,Unnatural Death,"Dorothy L. Sayers",61043583,1927,eng,4.11
92250,Angels in America: A Gay Fantasia on National Themes: Millennium Approaches (Part One),"Tony Kushner",1559360615,1992,en-US,4.27
1617875,My Best Friend's Girl,"Dorothy Koomson",385341326,2006,,4.02
330721,Dreaming of You ,"Lisa Kleypas",038077352X,1994,en-US,4.22
8725,Comfort Me with Apples: More Adventures at the Table,"Ruth Reichl",375758739,2001,eng,4.02
138134,John Keats : The Complete Poems,"John Keats",679601082,1820,eng,4.24
129621,Almost Heaven,"Judith McNaught",671011332,1989,eng,4.33
823411,Three Day Road,"Joseph Boyden",143017861,2005,eng,4.31
30005,Red Harvest,"Dashiell Hammett",752852612,1929,eng,4.0
17860217,Trust in Me,"J. Lynn, Jennifer L. Armentrout",,2013,eng,4.27
204041,NARUTO -ナルト- 巻ノ十一 ,"Masashi Kishimoto, Frances Wall",1421502410,2002,eng,4.5
9509289,One Summer,"David Baldacci",446583146,2011,en-US,3.72
350684,Whitney, My Love,"Judith McNaught",1416530711,1985,eng,4.19
785454,Train to Pakistan,"Khushwant Singh",802132219,1956,en-US,3.85
8407173,Jasper Jones,"Craig Silvey",,2009,eng,4.06
1963638,The Untethered Soul,"Michael A. Singer",1572245379,2007,,4.27
20893314,A Brief History of Seven Killings,"Marlon James",159448600X,2014,eng,3.86
6373717,Hold Still,"Nina LaCour",525421556,2009,en-US,3.99
107772,The Prize,"Julie Garwood",671702513,1991,eng,4.22
13525938,The Middlesteins,"Jami Attenberg",1455507199,2012,eng,3.42
18736925,Le capital au XXIe siècle ,"Thomas Piketty, Arthur Goldhammer",067443000X,2013,eng,4.01
202146,Flyboys: A True Story of Courage,"James D. Bradley",316159433,2003,,4.15
782854,Eloise,"Kay Thompson, Hilary Knight",067122350X,1955,eng,4.2
13555073,The Screaming Staircase,"Jonathan Stroud",857532014,2013,eng,4.19
18594633,Zomerhuis met zwembad,"Herman Koch",804138818,2011,eng,3.39
110090,True History of the Kelly Gang,"Peter Carey",375724672,2000,en-US,3.8
702539,Get Shorty,"Elmore Leonard",006008216X,1990,eng,3.95
17302495,One Tiny Lie,"K.A. Tucker",1476740488,2013,eng,4.3
113441,The Day of the Locust,"Nathanael West, Alfred Kazin",451523482,1939,eng,3.78
98685,Genius: The Life and Science of Richard Feynman,"James Gleick",679747044,1992,eng,4.16
4618728,Honolulu,"Alan Brennert",312360401,2009,,4.02
172764,Full Moon Rising,"Keri Arthur",553588451,2006,eng,3.89
107821,Bridge of Sighs,"Richard Russo",375414959,2007,,3.79
116054,Winter Solstice,"Rosamunde Pilcher",340752483,2000,eng,4.15
13580951,United We Spy,"Ally Carter",1423165993,2013,eng,4.44
6571723,The Morganville Vampires, Volume 1,"Rachel Caine",045123054X,2009,eng,4.36
107664,Raven's Gate,"Anthony Horowitz",439680093,2005,,3.9
20575425,Wolf in White Van,"John Darnielle",374292086,2014,eng,3.72
91203,Drei Kameraden,"Erich Maria Remarque",449912426,1936,eng,4.48
7817785,Bloody Valentine,"Melissa de la Cruz",1423134494,2010,en-US,3.98
5160,The Heart of a Woman,"Maya Angelou",375500723,1981,eng,4.19
1876770,Chrzest ognia,"Andrzej Sapkowski",,1996,pol,4.36
6266907,Alex Cross's Trial,"James Patterson, Richard DiLallo",316070629,2009,eng,3.92
2118114,Sway: The Irresistible Pull of Irrational Behavior,"Ori Brafman, Rom Brafman",385524382,2008,en-US,3.75
423156,King of the Wind: The Story of the Godolphin Arabian,"Marguerite Henry, Wesley Dennis",27436292,1948,eng,4.19
18774981,Waking Up: A Guide to Spirituality Without Religion,"Sam Harris",1451636016,2014,eng,3.87
43037,The Call of the Wild, White Fang and Other Stories ,"Jack London",192835149,1906,eng,3.97
95784,The Rape of Nanking: The Forgotten Holocaust of World War II,"Iris Chang",140277447,1997,eng,4.08
4005310,Why Evolution Is True,"Jerry A. Coyne",670020532,2008,,4.15
1627,Brokeback Mountain,"Annie Proulx",743271327,1997,en-US,3.93
73080,Nobody's Baby But Mine,"Susan Elizabeth Phillips",380782340,1997,eng,4.06
17934416,Keep Quiet,"Lisa Scottoline",1250010098,2014,eng,3.76
78985,Sons of Fortune,"Jeffrey Archer",033041335X,2002,eng,3.83
48318,Kabalmysteriet,"Jostein Gaarder, Sarah Jane Hails",374266514,1990,eng,4.16
15843166,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,"Jen Sincero",762447699,2013,,4.04
6104943,Rumor Has it,"Jill Mansell",755328175,2009,eng,3.83
32429,Dragon Tears,"Dean Koontz",425208435,1993,,3.72
7937744,Surface Detail,"Iain M. Banks",316123404,2010,eng,4.22
7785207,The Mating,"Nicky Charles",,2010,eng,4.02
330947,The Gates of Rome,"Conn Iggulden",440240948,2002,eng,4.16
20299683,Rat Queens, Vol. 1: Sass & Sorcery,"Kurtis J. Wiebe, Roc Upchurch",1607069458,2014,eng,4.2
81903,Curtain: Poirot’s Last Case,"Agatha Christie",425173747,1975,eng,4.05
77161,Grass for His Pillow ,"Lian Hearn",1594480036,2003,,4.01
2798094,Swallowing Darkness,"Laurell K. Hamilton",345495934,2008,en-US,4.13
21420473,The Fixed Trilogy (Fixed, #1-3),"Laurelin Paige",,2014,eng,4.35
18774020,California,"Edan Lepucki",316250813,2014,eng,3.22
116295,Guards! Guards!: The Play,"Stephen Briggs, Terry Pratchett",552144312,1992,en-GB,4.35
197512,The Pigeon Finds a Hot Dog!,"Mo Willems",786818697,2004,en-US,4.35
25131600,Aftermath,"Chuck Wendig",080417766X,2015,eng,3.15
263148,Vampireville (Vampire Kisses, #3),"Ellen Schreiber",60776250,2006,en-GB,3.92
16349,Hercule Poirot's Christmas,"Agatha Christie",7120699,1938,eng,3.9
15808287,Mrs. Lincoln's Dressmaker,"Jennifer Chiaverini",525953612,2013,eng,3.41
545425, الرحيق المختوم: بحث في السيرة النبوية على صاحبها أفضل الصلاة والسلام ,"Safiy al-Rahman al-Mubarakfuri",9953320993,1979,ara,4.57
12547098,The Baker's Daughter,"Sarah McCoy",307460207,2012,eng,3.94
21849362,The Shadows,"J.R. Ward",,2015,en-US,4.29
920143,Rotkäppchen,"Trina Schart Hyman, Johann Grimm, Wilhelm Grimm",823404706,1983,eng,4.11
153865,Captain Underpants and the Attack of the Talking Toilets,"Dav Pilkey",439995442,1999,en-GB,3.99
12204857,Ghost Boy,"Martin Pistorius, Megan Lloyd Davies",857203312,2011,eng,3.96
18077875,Essentialism: The Disciplined Pursuit of Less,"Greg McKeown",804137382,2014,eng,3.99
16188,Wideacre,"Philippa Gregory",743249291,1987,eng,3.28
6670,The Magic Finger (Young Puffin Developing Reader),"Roald Dahl, Quentin Blake",141311290,1966,eng,3.66
15717721,If I were you,"Lisa Renee Jones",,2012,eng,4.14
16079228,Beautifully Damaged,"L.A. Fiore",,2012,eng,3.99
16053316,Wethering the Storm,"Samantha Towle",,2013,eng,4.33
30658,Meditationes de prima philosophia,"René Descartes, Donald A. Cress",872201929,1641,eng,3.69
17491,The Enchanted Wood,"Enid Blyton",749748001,1939,eng,4.24
17286162,Forever Black,"Sandi Lynn",,2013,eng,3.99
16204,Daisy Miller,"Henry James",1592243002,1878,,3.36
11866694,Arcadia,"Lauren Groff",1401340873,2012,eng,3.65
57605,Pat the Bunny (Touch and Feel Book),"Dorothy Kunhardt",307444058,1940,,4.06
25279165,The Swans of Fifth Avenue,"Melanie Benjamin",345528697,2016,eng,3.58
229145,カードキャプターさくら,"CLAMP, Maria Simpson",1591828783,1996,eng,4.3
23217,Size 14 Is Not Fat Either,"Meg Cabot",60525126,2006,eng,3.83
12072362,The Pioneer Woman Cooks: Food from My Frontier ,"Ree Drummond",61997188,2011,eng,4.31
12706435,Defiance,"Shelly Crane",,2011,eng,4.31
232577,Gorillas in the Mist,"Dian Fossey",061808360X,1983,en-US,4.16
7663,A Case of Need,"Jeffery Hudson, Michael Crichton",451210638,1968,en-US,3.6
16045140,The Love Affairs of Nathaniel P. ,"Adelle Waldman",805097457,2013,en-CA,3.3
16096873,Revealed,"P.C. Cast, Kristin Cast",,2013,eng,3.81
28959148,We're All Damaged,"Matthew Norman",,2016,eng,3.85
6115138,Sworn to Silence,"Linda Castillo",312374976,2009,eng,4.0
12119529,Magic Breaks,"Ilona Andrews",425256227,2014,eng,4.52
79649,Чайка,"Anton Chekhov, Michael Frayn",413771008,1895,eng,3.92
7717482,1Q84 Book 3 [Ichi-kyū-hachi-yon],"Haruki Murakami, 村上 春樹",4103534257,2010,jpn,3.86
93723,Boy Meets Girl,"Meg Cabot",330418874,2004,eng,3.82
402015,Dancing in my nuddy-pants!,"Louise Rennison",60097477,2002,eng,4.01
348,The Door into Summer,"Robert A. Heinlein",345413997,1957,eng,4.0
316445,Luna,"Julie Anne Peters",316011274,2004,en-US,3.86
14280,Runaway,"Alice Munro",1400077915,2004,eng,3.98
886066,Matter,"Iain M. Banks",1841494186,2008,eng,4.03
17825503,Leo,"Mia Sheridan",,2013,eng,4.06
3103,Maurice,"E.M. Forster",393310329,1971,eng,4.02
10402992,New York to Dallas,"J.D. Robb, Susan Ericksen",1441836314,2011,eng,4.42
52350,The Stepford Wives,"Ira Levin",60080841,1972,eng,3.71
161156,The Longest Day,"Cornelius Ryan",671890913,1959,eng,4.31
6426,Motor Mouth,"Janet Evanovich",60584033,2006,en-US,3.66
215541,The Reality Bug,"D.J. MacHale",743437349,2003,eng,4.15
6528034,True Blue,"David Baldacci",446195510,2009,eng,3.84
317504,Mistress of the Empire (The Empire Trilogy, #3),"Raymond E. Feist, Janny Wurts",553561189,1992,en-US,4.29
11410430,Defiance,"C.J. Redwine",62117181,2012,eng,3.69
20706316,Winter Street,"Elin Hilderbrand",316376116,2014,eng,3.67
233637,The Hidden Staircase (Nancy Drew Mystery Stories, #2),"Carolyn Keene, Mildred Benson",448095025,1930,en-US,3.94
369110,Captains and the Kings,"Taylor Caldwell",449205622,1972,eng,4.11
13390528,The Fallen Angel,"Daniel Silva",62073125,2012,eng,4.17
1317181,Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1),"J.K. Rowling",185549664X,2003,,4.56
97862,One Tuesday Morning,"Karen Kingsbury",310247527,2003,eng,4.41
8935153,Hit List,"Laurell K. Hamilton",425241130,2011,eng,3.92
34508,Interesting Times,"Stephen Briggs, Terry Pratchett",413772195,1995,eng,4.1
29367958,The Wall of Winnipeg and Me,"Mariana Zapata",,2016,eng,4.34
170632,Let Me Call You Sweetheart,"Mary Higgins Clark",1416516743,1995,eng,3.84
487445,The Onion Field,"Joseph Wambaugh",385341598,1973,,4.13
106128,Break No Bones,"Kathy Reichs",743233492,2006,en-US,3.95
10865206,The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It,"Kelly McGonigal",1583334386,2011,eng,4.11
279561,Broken Angels,"Richard K. Morgan",345457714,2003,eng,4.0
21720,Beyond Reach,"Karin Slaughter",038533947X,2007,eng,4.19
9647532,Fuzzy Nation,"John Scalzi",765328542,2011,en-US,4.1
643974,I is for Innocent,"Sue Grafton",449221512,1992,en-US,3.9
5809,V.,"Thomas Pynchon",2020418770,1963,fre,3.97
989313,Heart of Darkness and Selected Short Fiction,"Joseph Conrad, A. Michael Matin",1593080212,1899,en-US,3.75
472025,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,"Bertrand Russell, Paul  Edwards",671203231,1927,eng,4.03
23422,The Art of Travel,"Alain de Botton",375725342,2002,,3.81
608216,Tatiana and Alexander (The Bronze Horseman, #2),"Paullina Simons",7162499,2006,eng,4.13
25066591,Cross Justice,"James Patterson",316407135,2015,,4.22
326272,Ansichten eines Clowns,"Heinrich Böll, محمد اسماعیل‌زاده",9645571766,1963,per,4.05
18209468,The Weight of Blood,"Laura McHugh",812995201,2014,eng,3.73
110396,When He was Wicked,"Julia Quinn",60531231,2004,eng,4.03
10852027,V is for Vengeance,"Sue Grafton",399157867,2011,en-US,3.93
303460,Among the Betrayed,"Margaret Peterson Haddix",689839057,2002,en-US,4.06
22322,Spook Country,"William Gibson",399154302,2007,en-US,3.66
534289,易 [Yì],"Anonymous, Richard Wilhelm, Cary F. Baynes, C.G. Jung",069109750X,-750,eng,4.18
153492,The Thirty-Nine Steps,"John Buchan",1419151126,1915,,3.6
10252302,Blue Nights,"Joan Didion",307267679,2011,eng,3.75
48484,Blindsight,"Peter Watts",765312182,2006,eng,3.99
17674991,Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living,"Nick Offerman",052595421X,2013,eng,3.64
7619398,American Vampire, Volume 1,"Scott Snyder, Stephen King, Rafael Albuquerque",1401228305,2010,eng,3.98
3080212,Heat Lightning,"John Sandford",399155279,2008,eng,4.16
16619,De la démocratie en Amérique,"Alexis de Tocqueville, Isaac Kramnick, Gerald Bevan",140447601,1835,eng,3.99
43932,Drop Shot,"Harlan Coben",440220459,1996,eng,3.92
8951,The Lake of Souls (Cirque Du Freak, #10),"Darren Shan",316016659,2002,,4.19
16081754,Find You in the Dark,"A. Meredith Walters",,2012,eng,3.98
4313522,The School of Essential Ingredients,"Erica Bauermeister",399155430,2009,en-US,3.78
13281637,Intuition (The Premonition, #2),"Amy A. Bartol",1466266732,2011,en-US,4.29
3276012,Azincourt ,"Bernard Cornwell",7271212,2008,en-GB,4.11
30512,Paddy Clarke Ha Ha Ha,"Roddy Doyle",2264022442,1993,,3.75
77699,Dinner at the Homesick Restaurant,"Anne Tyler",449911594,1982,eng,3.82
787660,Heaven,"V.C. Andrews",671729446,1985,eng,4.01
47881,Charlie Bone and the Hidden King (The Children of the Red King, # 5),"Jenny Nimmo",439545307,2006,,3.98
18825,Money,"Martin Amis",99461889,1984,en-GB,3.71
216131,Secret Prey,"John Sandford",743484207,1998,en-GB,4.25
34871,Clive Barker's The Great and Secret Show: Volume 1 (Clive Barker's the Great and Secret Show),"Chris Ryall, Gabriel Rodríguez, Clive Barker",1600100295,1989,eng,4.21
754713,His Last Bow: Some Reminiscences of Sherlock Holmes,"Arthur Conan Doyle",755334434,1917,eng,4.27
761575,Dune: House Atreides,"Brian Herbert, Kevin J. Anderson",553580272,1999,eng,3.69
244572,Charmed Life ,"Diana Wynne Jones",000710653X,1977,eng,3.95
229432,The Posthumous Papers of the Pickwick Club,"Charles Dickens",140436111,1837,eng,3.82
2615008,Netherland,"Joseph O'Neill",307377040,2008,eng,3.4
75020,The Romanov Prophecy,"Steve Berry",345460065,2004,eng,3.9
6660747,Ecstasy Unveiled,"Larissa Ione",446556823,2010,eng,4.36
1096390,The Uncommon Reader ,"Alan Bennett",374280967,2007,eng,3.82
22911,Amerika,"Franz Kafka, بهرام مقدادی",805210644,1927,eng,3.73
831829,30 Days of Night,"Steve Niles, Ben Templesmith",971977550,2001,,3.81
197459,Sunset,"Erin Hunter",60827696,2006,en-US,4.35
9666241,النبطي,"يوسف زيدان, Youssef Ziedan",,2010,ara,3.43
11045709,When She Woke,"Hillary Jordan",1565126297,2011,eng,3.67
300226,The Naked Face,"Sidney Sheldon",446321214,1970,eng,3.51
93726,Princess in Training,"Meg Cabot",60096152,2006,,3.7
1566053,The Portable Atheist: Essential Readings for the Non-believer,"Christopher Hitchens, Titus Lucretius Carus, Omar Khayyám, Thomas Hobbes, Baruch Spinoza, David Hume, James Boswell, Percy Bysshe Shelley, George Eliot, Charles Darwin, Leslie Stephen, Anatole France, Mark Twain, Joseph Conrad, Thomas Hardy, Emma Goldman, H.P. Lovecraft, Carl Van Doren, H.L. Mencken, Sigmund Freud, Albert Einstein, George Orwell, John Betjeman, Chapman Cohen, Bertrand Russell, Philip Larkin, Martin Gardner, Carl Sagan, John Updike, John Leslie Mackie, Michael Shermer, A.J. Ayer, Daniel C. Dennett, Charles Templeton, Richard Dawkins, Victor J. Stenger, Elizabeth S.  Anderson, Penn Jillette, Ian McEwan, Steven Weinberg, Salman Rushdie, Ibn Warraq, Sam Harris, A.C. Grayling, Ayaan Hirsi Ali, John Stuart Mill, Karl Marx",306816083,2007,eng,4.02
7715664,Sin Undone,"Larissa Ione",446556815,2010,eng,4.35
10238,The Tao of Physics: An Exploration of the Parallels Between Modern Physics and Eastern Mysticism,"Fritjof Capra",1570625190,1975,eng,3.96
16114861,Unbeautifully (Undeniable, #2),"Madeline Sheehan",,2013,eng,4.38
26158341,The Girl With No Past,"Kathryn Croft",,2015,en-US,3.59
18077752,Acceptance,"Jeff VanderMeer",374104115,2014,eng,3.58
12958487,Lady Luck,"Kristen Ashley",,2011,eng,4.44
6609714,The Lonely Hearts Club,"Elizabeth Eulberg",545140315,2010,eng,3.83
107776,Ransom,"Julie Garwood",074347418X,1999,en-US,4.33
16316,The Big Four,"Agatha Christie",7120818,1927,eng,3.6
16424,Peril at End House,"Agatha Christie",7119305,1932,eng,3.89
23346719,Disclaimer,"Renée Knight",857522817,2015,eng,3.58
15743078,The Divergent Series 2-Book Collection (Divergent, #1-2),"Veronica Roth",62240080,2012,eng,4.56
10314376,Il cimitero di Praga,"Umberto Eco, Richard Dixon",547577532,2010,en-US,3.39
7176578,Beatrice and Virgil,"Yann Martel",1400069262,2010,eng,3.13
885744,シャーマンキング 1,"Hiroyuki Takei",1569319022,1998,eng,4.14
187049,Eye of the World (The Wheel of Time, #1-1),"Robert Jordan",765341840,1990,eng,4.26
33426,Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps, and the Tenth Dimension,"Michio Kaku",192861891,1994,eng,4.11
835623,How the Mind Works,"Steven Pinker",393318486,1997,eng,3.97
17925397,A Castle of Sand (A Shade of Vampire, #3),"Bella Forrest",,2013,eng,4.1
8139321,Leaving,"Karen Kingsbury",310266289,2011,en-US,4.22
3763,Live and Let Die,"Ian Fleming",142003239,1954,eng,3.62
11873368,The World of the Hunger Games (Hunger Games Trilogy),"Kate Egan",545425123,2012,en-US,4.48
584637,Utilitarianism,"John Stuart Mill, George Sher",087220605X,1861,eng,3.65
11861815,Winger,"Andrew  Smith",1442444924,2013,eng,4.08
25142924,The Magic Strings of Frankie Presto,"Mitch Albom",62294415,2012,eng,4.32
23157777,Fool's Quest,"Robin Hobb",553392921,2015,eng,4.53
127515,The Body Snatchers,"Jack Finney",684852586,1955,eng,3.88
824508,Junk,"Melvin Burgess",380732238,1996,en-US,3.87
22381892,Killing Patton: The Strange Death of World War II's Most Audacious General,"Bill O'Reilly, Martin Dugard",,2014,eng,4.08
8686068,容疑者Xの献身 [Yōgisha X no kenshin],"Keigo Higashino, Alexander O. Smith",312375069,2005,,4.05
227778,Charlie Bone and the Time Twister ,"Jenny Nimmo",807218987,2003,,3.88
23965,Porno,"Irvine Welsh",8433972618,2005,,3.78
106129,Charlie Bone and the Invisible Boy (The Children of the Red King, # 3),"Jenny Nimmo",439545269,2004,eng,3.89
13603717,First Shift: Legacy,"Hugh Howey",,2012,eng,4.21
6455256,Worst Case,"James Patterson, Michael Ledwidge",316036226,2010,eng,4.0
93797,The Unlikely Spy,"Daniel Silva",451209303,1996,eng,4.22
5111039,Royal Blood (Vampire Kisses, #6),"Ellen Schreiber",006128887X,2009,eng,4.09
15018,Conversations with God, an uncommon dialogue, book 3,"Neale Donald Walsch",1571741038,1996,eng,4.18
24728470,M Train,"Patti Smith",1101875100,2015,eng,3.94
91440,Love Medicine,"Louise Erdrich",60786469,1984,en-US,3.98
7932146,The Inner Circle,"Brad Meltzer",446577898,2011,eng,3.76
669570,Dragon Slippers (Dragon Slippers, #1),"Jessica Day George",1599900572,2006,en-US,4.22
26025989,The Princess Diarist,"Carrie Fisher",399173595,2016,eng,3.66
8447255,The Crippled God,"Steven Erikson",593046358,2011,eng,4.44
13545345,Tales From a Not-So-Graceful Ice Princess,"Rachel Renée Russell",085707685X,2012,,4.38
7124095,Gone ,"Lisa McMann",1416979182,2010,eng,3.72
105703,Pride of Baghdad,"Brian K. Vaughan, Niko Henrichon",1401203140,2006,eng,3.88
23929479,Soumission ,"Michel Houellebecq",2081354802,2015,fre,3.63
1897,Eiger Dreams: Ventures Among Men and Mountains,"Jon Krakauer",385488181,1990,,3.97
29397,Woken Furies,"Richard K. Morgan",345479718,2005,eng,4.1
24709327,Scion of Ikshvaku (RamChandra, #1),"Amish Tripathi",9385152149,2015,eng,3.69
7719355,Blameless,"Gail Carriger",316074152,2010,eng,4.01
12499,Belly Laughs: The Naked Truth About Pregnancy and Childbirth,"Jenny McCarthy",738210072,2004,,3.72
567704,Imajica,"Clive Barker",61053716,1991,eng,4.16
53343,On Writing Well: The Classic Guide to Writing Nonfiction,"William Zinsser",60891548,1976,eng,4.23
134353,I'm OK-You're OK,"Thomas A. Harris",60724277,1967,en-US,3.7
22026,The Sicilian,"Mario Puzo",345441702,1984,eng,3.94
25776210,Fire Touched,"Patricia Briggs",425256766,2016,eng,4.35
34312,The Copper Beech,"Maeve Binchy",752876813,1992,eng,3.89
1422926,Frosty the Snow Man,"Jane Werner Watson, Corinne Malvern",307140210,1950,,4.25
2696181,The Compound,"S.A. Bodeen",312370156,2008,en-US,3.87
12663,The Covenant,"James A. Michener",749311614,1980,en-GB,4.17
141828,L’écume des jours,"Boris Vian",2253140872,1947,fre,4.02
10637748,The Pledge,"Kimberly Derting",1442422017,2011,eng,3.8
85491,The Villa,"Nora Roberts",515132187,2001,en-US,3.94
17729712,Beautiful Broken Rules (Broken, #1),"Kimberly Lauren",,2013,eng,4.15
180426,Dark Desire,"Christine Feehan",843956534,1999,en-US,4.2
13170596,Fragments,"Dan Wells",62071076,2013,eng,4.12
